Employee ID,DOB,DOJ,Department_Name
IU320174,1972-06-08,2007-01-22T00:00:00Z,Centre for Urban Science and Engineering (C-USE)
IU320174,1972-06-08,2007-01-22T00:00:00Z,Centre for Entrepreneurship (DSCE)
IU320174,1972-06-08,2007-01-22T00:00:00Z,ABC-EDS Research Academy
IU320174,1972-06-08,2007-01-22T00:00:00Z,National Centre for Aerospace Innovation and Research (NCAIR)
IU320174,1972-06-08,2007-01-22T00:00:00Z,National Center of Excellence in Technology for Internal Security (NCETIS)
IU320174,1972-06-08,2007-01-22T00:00:00Z,National Centre for Mathematics (NCM)
IU320174,1972-06-08,2007-01-22T00:00:00Z,Center for Learning and Teaching (PPCCLT)
IU320174,1972-06-08,2007-01-22T00:00:00Z,Sophisticated Analytical Instrument Facility (SAIF)
IU320174,1972-06-08,2007-01-22T00:00:00Z,Technology and Design (TCTD)
IU320174,1972-06-08,2007-01-22T00:00:00Z,Centre for Bioengineering (WRCB)
IU320174,1972-06-08,2007-01-22T00:00:00Z,School of Management
IU320174,1972-06-08,2007-01-22T00:00:00Z,Climate Studies
IU320174,1972-06-08,2007-01-22T00:00:00Z,Educational Technology
IU320174,1972-06-08,2007-01-22T00:00:00Z,Industrial Engineering and Operations Research (IEOR)
IU320174,1972-06-08,2007-01-22T00:00:00Z,Systems and Control Engineering
IU704775,1979-11-16,2004-12-22T00:00:00Z,Aerospace Engineering
IU704775,1979-11-16,2004-12-22T00:00:00Z,Biosciences and Bioengineering
IU704775,1979-11-16,2004-12-22T00:00:00Z,Chemical Engineering
IU704775,1979-11-16,2004-12-22T00:00:00Z,Chemistry
IU704775,1979-11-16,2004-12-22T00:00:00Z,Civil Engineering
IU704775,1979-11-16,2004-12-22T00:00:00Z,Computer Science & Engineering
IU704775,1979-11-16,2004-12-22T00:00:00Z,Earth Sciences
IU704775,1979-11-16,2004-12-22T00:00:00Z,Electrical Engineering
IU704775,1979-11-16,2004-12-22T00:00:00Z,Energy Science and Engineering
IU704775,1979-11-16,2004-12-22T00:00:00Z,Humanities & Social Science
IU704775,1979-11-16,2004-12-22T00:00:00Z,Mathematics
IU704775,1979-11-16,2004-12-22T00:00:00Z,Mechanical Engineering
IU704775,1979-11-16,2004-12-22T00:00:00Z,Metallurgical Engineering & Materials Science
IU704775,1979-11-16,2004-12-22T00:00:00Z,Physics
IU704775,1979-11-16,2004-12-22T00:00:00Z,Industrial Design Centre
IU704775,1979-11-16,2004-12-22T00:00:00Z,Application Software Centre (ASC)
IU704775,1979-11-16,2004-12-22T00:00:00Z,Centre for Research in Nanotechnology and Science (CRNTS)
IU704775,1979-11-16,2004-12-22T00:00:00Z,Centre for Aerospace Systems Design and Engineering (CASDE)
IU704775,1979-11-16,2004-12-22T00:00:00Z,Computer Centre (CC)
IU704775,1979-11-16,2004-12-22T00:00:00Z,Centre for Distance Engineering Education Programme (CDEEP)
IU704775,1979-11-16,2004-12-22T00:00:00Z,Centre for Environmental Science and Engineering (CESE)
IU704775,1979-11-16,2004-12-22T00:00:00Z,Centre for Policy Studies (CPS)
IU704775,1979-11-16,2004-12-22T00:00:00Z,Centre of Studies in Resources Engineering (CSRE)
IU704775,1979-11-16,2004-12-22T00:00:00Z,Centre for Technology Alternatives for Rural Areas (CTARA)
IU704775,1979-11-16,2004-12-22T00:00:00Z,Centre for Formal Design and Verification of Software (CFDVS)
IU704775,1979-11-16,2004-12-22T00:00:00Z,Centre for Urban Science and Engineering (C-USE)
IU704775,1979-11-16,2004-12-22T00:00:00Z,Centre for Entrepreneurship (DSCE)
IU704775,1979-11-16,2004-12-22T00:00:00Z,ABC-EDS Research Academy
IU704775,1979-11-16,2004-12-22T00:00:00Z,National Centre for Aerospace Innovation and Research (NCAIR)
IU704775,1979-11-16,2004-12-22T00:00:00Z,National Center of Excellence in Technology for Internal Security (NCETIS)
IU704775,1979-11-16,2004-12-22T00:00:00Z,National Centre for Mathematics (NCM)
IU704775,1979-11-16,2004-12-22T00:00:00Z,Center for Learning and Teaching (PPCCLT)
IU704775,1979-11-16,2004-12-22T00:00:00Z,Sophisticated Analytical Instrument Facility (SAIF)
IU704775,1979-11-16,2004-12-22T00:00:00Z,Technology and Design (TCTD)
IU704775,1979-11-16,2004-12-22T00:00:00Z,Centre for Bioengineering (WRCB)
IU704775,1979-11-16,2004-12-22T00:00:00Z,School of Management
IU704775,1979-11-16,2004-12-22T00:00:00Z,Climate Studies
IU704775,1979-11-16,2004-12-22T00:00:00Z,Educational Technology
IU704775,1979-11-16,2004-12-22T00:00:00Z,Industrial Engineering and Operations Research (IEOR)
IU704775,1979-11-16,2004-12-22T00:00:00Z,Systems and Control Engineering
IU832124,1982-08-21,2002-02-27T00:00:00Z,Aerospace Engineering
IU832124,1982-08-21,2002-02-27T00:00:00Z,Biosciences and Bioengineering
IU832124,1982-08-21,2002-02-27T00:00:00Z,Chemical Engineering
IU832124,1982-08-21,2002-02-27T00:00:00Z,Chemistry
IU832124,1982-08-21,2002-02-27T00:00:00Z,Civil Engineering
IU832124,1982-08-21,2002-02-27T00:00:00Z,Computer Science & Engineering
IU832124,1982-08-21,2002-02-27T00:00:00Z,Earth Sciences
IU832124,1982-08-21,2002-02-27T00:00:00Z,Electrical Engineering
IU832124,1982-08-21,2002-02-27T00:00:00Z,Energy Science and Engineering
IU832124,1982-08-21,2002-02-27T00:00:00Z,Humanities & Social Science
IU832124,1982-08-21,2002-02-27T00:00:00Z,Mathematics
IU832124,1982-08-21,2002-02-27T00:00:00Z,Mechanical Engineering
IU832124,1982-08-21,2002-02-27T00:00:00Z,Metallurgical Engineering & Materials Science
IU832124,1982-08-21,2002-02-27T00:00:00Z,Physics
IU832124,1982-08-21,2002-02-27T00:00:00Z,Industrial Design Centre
IU832124,1982-08-21,2002-02-27T00:00:00Z,Application Software Centre (ASC)
IU832124,1982-08-21,2002-02-27T00:00:00Z,Centre for Research in Nanotechnology and Science (CRNTS)
IU832124,1982-08-21,2002-02-27T00:00:00Z,Centre for Aerospace Systems Design and Engineering (CASDE)
IU832124,1982-08-21,2002-02-27T00:00:00Z,Computer Centre (CC)
IU832124,1982-08-21,2002-02-27T00:00:00Z,Centre for Distance Engineering Education Programme (CDEEP)
IU832124,1982-08-21,2002-02-27T00:00:00Z,Centre for Environmental Science and Engineering (CESE)
IU832124,1982-08-21,2002-02-27T00:00:00Z,Centre for Policy Studies (CPS)
IU832124,1982-08-21,2002-02-27T00:00:00Z,Centre of Studies in Resources Engineering (CSRE)
IU832124,1982-08-21,2002-02-27T00:00:00Z,Centre for Technology Alternatives for Rural Areas (CTARA)
IU832124,1982-08-21,2002-02-27T00:00:00Z,Centre for Formal Design and Verification of Software (CFDVS)
IU832124,1982-08-21,2002-02-27T00:00:00Z,Centre for Urban Science and Engineering (C-USE)
IU832124,1982-08-21,2002-02-27T00:00:00Z,Centre for Entrepreneurship (DSCE)
IU832124,1982-08-21,2002-02-27T00:00:00Z,ABC-EDS Research Academy
IU832124,1982-08-21,2002-02-27T00:00:00Z,National Centre for Aerospace Innovation and Research (NCAIR)
IU832124,1982-08-21,2002-02-27T00:00:00Z,National Center of Excellence in Technology for Internal Security (NCETIS)
IU832124,1982-08-21,2002-02-27T00:00:00Z,National Centre for Mathematics (NCM)
IU832124,1982-08-21,2002-02-27T00:00:00Z,Center for Learning and Teaching (PPCCLT)
IU832124,1982-08-21,2002-02-27T00:00:00Z,Sophisticated Analytical Instrument Facility (SAIF)
IU832124,1982-08-21,2002-02-27T00:00:00Z,Technology and Design (TCTD)
IU832124,1982-08-21,2002-02-27T00:00:00Z,Centre for Bioengineering (WRCB)
IU832124,1982-08-21,2002-02-27T00:00:00Z,School of Management
IU832124,1982-08-21,2002-02-27T00:00:00Z,Climate Studies
IU832124,1982-08-21,2002-02-27T00:00:00Z,Educational Technology
IU832124,1982-08-21,2002-02-27T00:00:00Z,Industrial Engineering and Operations Research (IEOR)
IU832124,1982-08-21,2002-02-27T00:00:00Z,Systems and Control Engineering
IU625266,1981-05-18,2012-12-18T00:00:00Z,Aerospace Engineering
IU625266,1981-05-18,2012-12-18T00:00:00Z,Biosciences and Bioengineering
IU625266,1981-05-18,2012-12-18T00:00:00Z,Chemical Engineering
IU625266,1981-05-18,2012-12-18T00:00:00Z,Chemistry
IU625266,1981-05-18,2012-12-18T00:00:00Z,Civil Engineering
IU625266,1981-05-18,2012-12-18T00:00:00Z,Computer Science & Engineering
IU625266,1981-05-18,2012-12-18T00:00:00Z,Earth Sciences
IU625266,1981-05-18,2012-12-18T00:00:00Z,Electrical Engineering
IU625266,1981-05-18,2012-12-18T00:00:00Z,Energy Science and Engineering
IU625266,1981-05-18,2012-12-18T00:00:00Z,Humanities & Social Science
IU625266,1981-05-18,2012-12-18T00:00:00Z,Mathematics
IU625266,1981-05-18,2012-12-18T00:00:00Z,Mechanical Engineering
IU625266,1981-05-18,2012-12-18T00:00:00Z,Metallurgical Engineering & Materials Science
IU625266,1981-05-18,2012-12-18T00:00:00Z,Physics
IU625266,1981-05-18,2012-12-18T00:00:00Z,Industrial Design Centre
IU625266,1981-05-18,2012-12-18T00:00:00Z,Application Software Centre (ASC)
IU625266,1981-05-18,2012-12-18T00:00:00Z,Centre for Research in Nanotechnology and Science (CRNTS)
IU625266,1981-05-18,2012-12-18T00:00:00Z,Centre for Aerospace Systems Design and Engineering (CASDE)
IU625266,1981-05-18,2012-12-18T00:00:00Z,Computer Centre (CC)
IU625266,1981-05-18,2012-12-18T00:00:00Z,Centre for Distance Engineering Education Programme (CDEEP)
IU625266,1981-05-18,2012-12-18T00:00:00Z,Centre for Environmental Science and Engineering (CESE)
IU625266,1981-05-18,2012-12-18T00:00:00Z,Centre for Policy Studies (CPS)
IU625266,1981-05-18,2012-12-18T00:00:00Z,Centre of Studies in Resources Engineering (CSRE)
IU625266,1981-05-18,2012-12-18T00:00:00Z,Centre for Technology Alternatives for Rural Areas (CTARA)
IU625266,1981-05-18,2012-12-18T00:00:00Z,Centre for Formal Design and Verification of Software (CFDVS)
IU625266,1981-05-18,2012-12-18T00:00:00Z,Centre for Urban Science and Engineering (C-USE)
IU625266,1981-05-18,2012-12-18T00:00:00Z,Centre for Entrepreneurship (DSCE)
IU625266,1981-05-18,2012-12-18T00:00:00Z,ABC-EDS Research Academy
IU625266,1981-05-18,2012-12-18T00:00:00Z,National Centre for Aerospace Innovation and Research (NCAIR)
IU625266,1981-05-18,2012-12-18T00:00:00Z,National Center of Excellence in Technology for Internal Security (NCETIS)
IU625266,1981-05-18,2012-12-18T00:00:00Z,National Centre for Mathematics (NCM)
IU625266,1981-05-18,2012-12-18T00:00:00Z,Center for Learning and Teaching (PPCCLT)
IU625266,1981-05-18,2012-12-18T00:00:00Z,Sophisticated Analytical Instrument Facility (SAIF)
IU625266,1981-05-18,2012-12-18T00:00:00Z,Technology and Design (TCTD)
IU625266,1981-05-18,2012-12-18T00:00:00Z,Centre for Bioengineering (WRCB)
IU625266,1981-05-18,2012-12-18T00:00:00Z,School of Management
IU625266,1981-05-18,2012-12-18T00:00:00Z,Climate Studies
IU625266,1981-05-18,2012-12-18T00:00:00Z,Educational Technology
IU625266,1981-05-18,2012-12-18T00:00:00Z,Industrial Engineering and Operations Research (IEOR)
IU625266,1981-05-18,2012-12-18T00:00:00Z,Systems and Control Engineering
IU528344,1978-04-16,2011-06-13T00:00:00Z,Aerospace Engineering
IU528344,1978-04-16,2011-06-13T00:00:00Z,Biosciences and Bioengineering
IU528344,1978-04-16,2011-06-13T00:00:00Z,Chemical Engineering
IU528344,1978-04-16,2011-06-13T00:00:00Z,Chemistry
IU528344,1978-04-16,2011-06-13T00:00:00Z,Civil Engineering
IU528344,1978-04-16,2011-06-13T00:00:00Z,Computer Science & Engineering
IU528344,1978-04-16,2011-06-13T00:00:00Z,Earth Sciences
IU528344,1978-04-16,2011-06-13T00:00:00Z,Electrical Engineering
IU528344,1978-04-16,2011-06-13T00:00:00Z,Energy Science and Engineering
IU528344,1978-04-16,2011-06-13T00:00:00Z,Humanities & Social Science
IU528344,1978-04-16,2011-06-13T00:00:00Z,Mathematics
IU528344,1978-04-16,2011-06-13T00:00:00Z,Mechanical Engineering
IU528344,1978-04-16,2011-06-13T00:00:00Z,Metallurgical Engineering & Materials Science
IU528344,1978-04-16,2011-06-13T00:00:00Z,Physics
IU528344,1978-04-16,2011-06-13T00:00:00Z,Industrial Design Centre
IU528344,1978-04-16,2011-06-13T00:00:00Z,Application Software Centre (ASC)
IU528344,1978-04-16,2011-06-13T00:00:00Z,Centre for Research in Nanotechnology and Science (CRNTS)
IU528344,1978-04-16,2011-06-13T00:00:00Z,Centre for Aerospace Systems Design and Engineering (CASDE)
IU528344,1978-04-16,2011-06-13T00:00:00Z,Computer Centre (CC)
IU528344,1978-04-16,2011-06-13T00:00:00Z,Centre for Distance Engineering Education Programme (CDEEP)
IU528344,1978-04-16,2011-06-13T00:00:00Z,Centre for Environmental Science and Engineering (CESE)
IU528344,1978-04-16,2011-06-13T00:00:00Z,Centre for Policy Studies (CPS)
IU528344,1978-04-16,2011-06-13T00:00:00Z,Centre of Studies in Resources Engineering (CSRE)
IU528344,1978-04-16,2011-06-13T00:00:00Z,Centre for Technology Alternatives for Rural Areas (CTARA)
IU528344,1978-04-16,2011-06-13T00:00:00Z,Centre for Formal Design and Verification of Software (CFDVS)
IU528344,1978-04-16,2011-06-13T00:00:00Z,Centre for Urban Science and Engineering (C-USE)
IU528344,1978-04-16,2011-06-13T00:00:00Z,Centre for Entrepreneurship (DSCE)
IU528344,1978-04-16,2011-06-13T00:00:00Z,ABC-EDS Research Academy
IU528344,1978-04-16,2011-06-13T00:00:00Z,National Centre for Aerospace Innovation and Research (NCAIR)
IU528344,1978-04-16,2011-06-13T00:00:00Z,National Center of Excellence in Technology for Internal Security (NCETIS)
IU528344,1978-04-16,2011-06-13T00:00:00Z,National Centre for Mathematics (NCM)
IU528344,1978-04-16,2011-06-13T00:00:00Z,Center for Learning and Teaching (PPCCLT)
IU528344,1978-04-16,2011-06-13T00:00:00Z,Sophisticated Analytical Instrument Facility (SAIF)
IU528344,1978-04-16,2011-06-13T00:00:00Z,Technology and Design (TCTD)
IU528344,1978-04-16,2011-06-13T00:00:00Z,Centre for Bioengineering (WRCB)
IU528344,1978-04-16,2011-06-13T00:00:00Z,School of Management
IU528344,1978-04-16,2011-06-13T00:00:00Z,Climate Studies
IU528344,1978-04-16,2011-06-13T00:00:00Z,Educational Technology
IU528344,1978-04-16,2011-06-13T00:00:00Z,Industrial Engineering and Operations Research (IEOR)
IU528344,1978-04-16,2011-06-13T00:00:00Z,Systems and Control Engineering
IU456695,1988-03-30,2008-06-14T00:00:00Z,Aerospace Engineering
IU456695,1988-03-30,2008-06-14T00:00:00Z,Biosciences and Bioengineering
IU456695,1988-03-30,2008-06-14T00:00:00Z,Chemical Engineering
IU456695,1988-03-30,2008-06-14T00:00:00Z,Chemistry
IU456695,1988-03-30,2008-06-14T00:00:00Z,Civil Engineering
IU456695,1988-03-30,2008-06-14T00:00:00Z,Computer Science & Engineering
IU456695,1988-03-30,2008-06-14T00:00:00Z,Earth Sciences
IU456695,1988-03-30,2008-06-14T00:00:00Z,Electrical Engineering
IU456695,1988-03-30,2008-06-14T00:00:00Z,Energy Science and Engineering
IU456695,1988-03-30,2008-06-14T00:00:00Z,Humanities & Social Science
IU456695,1988-03-30,2008-06-14T00:00:00Z,Mathematics
IU456695,1988-03-30,2008-06-14T00:00:00Z,Mechanical Engineering
IU456695,1988-03-30,2008-06-14T00:00:00Z,Metallurgical Engineering & Materials Science
IU456695,1988-03-30,2008-06-14T00:00:00Z,Physics
IU456695,1988-03-30,2008-06-14T00:00:00Z,Industrial Design Centre
IU456695,1988-03-30,2008-06-14T00:00:00Z,Application Software Centre (ASC)
IU456695,1988-03-30,2008-06-14T00:00:00Z,Centre for Research in Nanotechnology and Science (CRNTS)
IU456695,1988-03-30,2008-06-14T00:00:00Z,Centre for Aerospace Systems Design and Engineering (CASDE)
IU456695,1988-03-30,2008-06-14T00:00:00Z,Computer Centre (CC)
IU456695,1988-03-30,2008-06-14T00:00:00Z,Centre for Distance Engineering Education Programme (CDEEP)
IU456695,1988-03-30,2008-06-14T00:00:00Z,Centre for Environmental Science and Engineering (CESE)
IU456695,1988-03-30,2008-06-14T00:00:00Z,Centre for Policy Studies (CPS)
IU456695,1988-03-30,2008-06-14T00:00:00Z,Centre of Studies in Resources Engineering (CSRE)
IU456695,1988-03-30,2008-06-14T00:00:00Z,Centre for Technology Alternatives for Rural Areas (CTARA)
IU456695,1988-03-30,2008-06-14T00:00:00Z,Centre for Formal Design and Verification of Software (CFDVS)
IU456695,1988-03-30,2008-06-14T00:00:00Z,Centre for Urban Science and Engineering (C-USE)
IU456695,1988-03-30,2008-06-14T00:00:00Z,Centre for Entrepreneurship (DSCE)
IU456695,1988-03-30,2008-06-14T00:00:00Z,ABC-EDS Research Academy
IU456695,1988-03-30,2008-06-14T00:00:00Z,National Centre for Aerospace Innovation and Research (NCAIR)
IU456695,1988-03-30,2008-06-14T00:00:00Z,National Center of Excellence in Technology for Internal Security (NCETIS)
IU456695,1988-03-30,2008-06-14T00:00:00Z,National Centre for Mathematics (NCM)
IU456695,1988-03-30,2008-06-14T00:00:00Z,Center for Learning and Teaching (PPCCLT)
IU456695,1988-03-30,2008-06-14T00:00:00Z,Sophisticated Analytical Instrument Facility (SAIF)
IU456695,1988-03-30,2008-06-14T00:00:00Z,Technology and Design (TCTD)
IU456695,1988-03-30,2008-06-14T00:00:00Z,Centre for Bioengineering (WRCB)
IU456695,1988-03-30,2008-06-14T00:00:00Z,School of Management
IU456695,1988-03-30,2008-06-14T00:00:00Z,Climate Studies
IU456695,1988-03-30,2008-06-14T00:00:00Z,Educational Technology
IU456695,1988-03-30,2008-06-14T00:00:00Z,Industrial Engineering and Operations Research (IEOR)
IU456695,1988-03-30,2008-06-14T00:00:00Z,Systems and Control Engineering
IU533189,1975-11-01,2007-11-22T00:00:00Z,Aerospace Engineering
IU533189,1975-11-01,2007-11-22T00:00:00Z,Biosciences and Bioengineering
IU533189,1975-11-01,2007-11-22T00:00:00Z,Chemical Engineering
IU533189,1975-11-01,2007-11-22T00:00:00Z,Chemistry
IU533189,1975-11-01,2007-11-22T00:00:00Z,Civil Engineering
IU533189,1975-11-01,2007-11-22T00:00:00Z,Computer Science & Engineering
IU533189,1975-11-01,2007-11-22T00:00:00Z,Earth Sciences
IU533189,1975-11-01,2007-11-22T00:00:00Z,Electrical Engineering
IU533189,1975-11-01,2007-11-22T00:00:00Z,Energy Science and Engineering
IU533189,1975-11-01,2007-11-22T00:00:00Z,Humanities & Social Science
IU533189,1975-11-01,2007-11-22T00:00:00Z,Mathematics
IU533189,1975-11-01,2007-11-22T00:00:00Z,Mechanical Engineering
IU533189,1975-11-01,2007-11-22T00:00:00Z,Metallurgical Engineering & Materials Science
IU533189,1975-11-01,2007-11-22T00:00:00Z,Physics
IU533189,1975-11-01,2007-11-22T00:00:00Z,Industrial Design Centre
IU533189,1975-11-01,2007-11-22T00:00:00Z,Application Software Centre (ASC)
IU533189,1975-11-01,2007-11-22T00:00:00Z,Centre for Research in Nanotechnology and Science (CRNTS)
IU533189,1975-11-01,2007-11-22T00:00:00Z,Centre for Aerospace Systems Design and Engineering (CASDE)
IU533189,1975-11-01,2007-11-22T00:00:00Z,Computer Centre (CC)
IU533189,1975-11-01,2007-11-22T00:00:00Z,Centre for Distance Engineering Education Programme (CDEEP)
IU533189,1975-11-01,2007-11-22T00:00:00Z,Centre for Environmental Science and Engineering (CESE)
IU533189,1975-11-01,2007-11-22T00:00:00Z,Centre for Policy Studies (CPS)
IU533189,1975-11-01,2007-11-22T00:00:00Z,Centre of Studies in Resources Engineering (CSRE)
IU533189,1975-11-01,2007-11-22T00:00:00Z,Centre for Technology Alternatives for Rural Areas (CTARA)
IU533189,1975-11-01,2007-11-22T00:00:00Z,Centre for Formal Design and Verification of Software (CFDVS)
IU533189,1975-11-01,2007-11-22T00:00:00Z,Centre for Urban Science and Engineering (C-USE)
IU533189,1975-11-01,2007-11-22T00:00:00Z,Centre for Entrepreneurship (DSCE)
IU533189,1975-11-01,2007-11-22T00:00:00Z,ABC-EDS Research Academy
IU533189,1975-11-01,2007-11-22T00:00:00Z,National Centre for Aerospace Innovation and Research (NCAIR)
IU533189,1975-11-01,2007-11-22T00:00:00Z,National Center of Excellence in Technology for Internal Security (NCETIS)
IU533189,1975-11-01,2007-11-22T00:00:00Z,National Centre for Mathematics (NCM)
IU533189,1975-11-01,2007-11-22T00:00:00Z,Center for Learning and Teaching (PPCCLT)
IU533189,1975-11-01,2007-11-22T00:00:00Z,Sophisticated Analytical Instrument Facility (SAIF)
IU533189,1975-11-01,2007-11-22T00:00:00Z,Technology and Design (TCTD)
IU533189,1975-11-01,2007-11-22T00:00:00Z,Centre for Bioengineering (WRCB)
IU533189,1975-11-01,2007-11-22T00:00:00Z,School of Management
IU533189,1975-11-01,2007-11-22T00:00:00Z,Climate Studies
IU533189,1975-11-01,2007-11-22T00:00:00Z,Educational Technology
IU533189,1975-11-01,2007-11-22T00:00:00Z,Industrial Engineering and Operations Research (IEOR)
IU533189,1975-11-01,2007-11-22T00:00:00Z,Systems and Control Engineering
IU201056,1975-02-28,2003-11-21T00:00:00Z,Aerospace Engineering
IU201056,1975-02-28,2003-11-21T00:00:00Z,Biosciences and Bioengineering
IU201056,1975-02-28,2003-11-21T00:00:00Z,Chemical Engineering
IU201056,1975-02-28,2003-11-21T00:00:00Z,Chemistry
IU201056,1975-02-28,2003-11-21T00:00:00Z,Civil Engineering
IU201056,1975-02-28,2003-11-21T00:00:00Z,Computer Science & Engineering
IU201056,1975-02-28,2003-11-21T00:00:00Z,Earth Sciences
IU201056,1975-02-28,2003-11-21T00:00:00Z,Electrical Engineering
IU201056,1975-02-28,2003-11-21T00:00:00Z,Energy Science and Engineering
IU201056,1975-02-28,2003-11-21T00:00:00Z,Humanities & Social Science
IU201056,1975-02-28,2003-11-21T00:00:00Z,Mathematics
IU201056,1975-02-28,2003-11-21T00:00:00Z,Mechanical Engineering
IU201056,1975-02-28,2003-11-21T00:00:00Z,Metallurgical Engineering & Materials Science
IU201056,1975-02-28,2003-11-21T00:00:00Z,Physics
IU201056,1975-02-28,2003-11-21T00:00:00Z,Industrial Design Centre
IU201056,1975-02-28,2003-11-21T00:00:00Z,Application Software Centre (ASC)
IU201056,1975-02-28,2003-11-21T00:00:00Z,Centre for Research in Nanotechnology and Science (CRNTS)
IU201056,1975-02-28,2003-11-21T00:00:00Z,Centre for Aerospace Systems Design and Engineering (CASDE)
IU201056,1975-02-28,2003-11-21T00:00:00Z,Computer Centre (CC)
IU201056,1975-02-28,2003-11-21T00:00:00Z,Centre for Distance Engineering Education Programme (CDEEP)
IU201056,1975-02-28,2003-11-21T00:00:00Z,Centre for Environmental Science and Engineering (CESE)
IU201056,1975-02-28,2003-11-21T00:00:00Z,Centre for Policy Studies (CPS)
IU201056,1975-02-28,2003-11-21T00:00:00Z,Centre of Studies in Resources Engineering (CSRE)
IU201056,1975-02-28,2003-11-21T00:00:00Z,Centre for Technology Alternatives for Rural Areas (CTARA)
IU201056,1975-02-28,2003-11-21T00:00:00Z,Centre for Formal Design and Verification of Software (CFDVS)
IU201056,1975-02-28,2003-11-21T00:00:00Z,Centre for Urban Science and Engineering (C-USE)
IU201056,1975-02-28,2003-11-21T00:00:00Z,Centre for Entrepreneurship (DSCE)
IU201056,1975-02-28,2003-11-21T00:00:00Z,ABC-EDS Research Academy
IU201056,1975-02-28,2003-11-21T00:00:00Z,National Centre for Aerospace Innovation and Research (NCAIR)
IU201056,1975-02-28,2003-11-21T00:00:00Z,National Center of Excellence in Technology for Internal Security (NCETIS)
IU201056,1975-02-28,2003-11-21T00:00:00Z,National Centre for Mathematics (NCM)
IU201056,1975-02-28,2003-11-21T00:00:00Z,Center for Learning and Teaching (PPCCLT)
IU201056,1975-02-28,2003-11-21T00:00:00Z,Sophisticated Analytical Instrument Facility (SAIF)
IU201056,1975-02-28,2003-11-21T00:00:00Z,Technology and Design (TCTD)
IU201056,1975-02-28,2003-11-21T00:00:00Z,Centre for Bioengineering (WRCB)
IU201056,1975-02-28,2003-11-21T00:00:00Z,School of Management
IU201056,1975-02-28,2003-11-21T00:00:00Z,Climate Studies
IU201056,1975-02-28,2003-11-21T00:00:00Z,Educational Technology
IU201056,1975-02-28,2003-11-21T00:00:00Z,Industrial Engineering and Operations Research (IEOR)
IU201056,1975-02-28,2003-11-21T00:00:00Z,Systems and Control Engineering
IU906576,1979-10-11,2000-10-30T00:00:00Z,Aerospace Engineering
IU906576,1979-10-11,2000-10-30T00:00:00Z,Biosciences and Bioengineering
IU906576,1979-10-11,2000-10-30T00:00:00Z,Chemical Engineering
IU906576,1979-10-11,2000-10-30T00:00:00Z,Chemistry
IU906576,1979-10-11,2000-10-30T00:00:00Z,Civil Engineering
IU906576,1979-10-11,2000-10-30T00:00:00Z,Computer Science & Engineering
IU906576,1979-10-11,2000-10-30T00:00:00Z,Earth Sciences
IU906576,1979-10-11,2000-10-30T00:00:00Z,Electrical Engineering
IU906576,1979-10-11,2000-10-30T00:00:00Z,Energy Science and Engineering
IU906576,1979-10-11,2000-10-30T00:00:00Z,Humanities & Social Science
IU906576,1979-10-11,2000-10-30T00:00:00Z,Mathematics
IU906576,1979-10-11,2000-10-30T00:00:00Z,Mechanical Engineering
IU906576,1979-10-11,2000-10-30T00:00:00Z,Metallurgical Engineering & Materials Science
IU906576,1979-10-11,2000-10-30T00:00:00Z,Physics
IU906576,1979-10-11,2000-10-30T00:00:00Z,Industrial Design Centre
IU906576,1979-10-11,2000-10-30T00:00:00Z,Application Software Centre (ASC)
IU906576,1979-10-11,2000-10-30T00:00:00Z,Centre for Research in Nanotechnology and Science (CRNTS)
IU906576,1979-10-11,2000-10-30T00:00:00Z,Centre for Aerospace Systems Design and Engineering (CASDE)
IU906576,1979-10-11,2000-10-30T00:00:00Z,Computer Centre (CC)
IU906576,1979-10-11,2000-10-30T00:00:00Z,Centre for Distance Engineering Education Programme (CDEEP)
IU906576,1979-10-11,2000-10-30T00:00:00Z,Centre for Environmental Science and Engineering (CESE)
IU906576,1979-10-11,2000-10-30T00:00:00Z,Centre for Policy Studies (CPS)
IU906576,1979-10-11,2000-10-30T00:00:00Z,Centre of Studies in Resources Engineering (CSRE)
IU906576,1979-10-11,2000-10-30T00:00:00Z,Centre for Technology Alternatives for Rural Areas (CTARA)
IU906576,1979-10-11,2000-10-30T00:00:00Z,Centre for Formal Design and Verification of Software (CFDVS)
IU906576,1979-10-11,2000-10-30T00:00:00Z,Centre for Urban Science and Engineering (C-USE)
IU906576,1979-10-11,2000-10-30T00:00:00Z,Centre for Entrepreneurship (DSCE)
IU906576,1979-10-11,2000-10-30T00:00:00Z,ABC-EDS Research Academy
IU906576,1979-10-11,2000-10-30T00:00:00Z,National Centre for Aerospace Innovation and Research (NCAIR)
IU906576,1979-10-11,2000-10-30T00:00:00Z,National Center of Excellence in Technology for Internal Security (NCETIS)
IU906576,1979-10-11,2000-10-30T00:00:00Z,National Centre for Mathematics (NCM)
IU906576,1979-10-11,2000-10-30T00:00:00Z,Center for Learning and Teaching (PPCCLT)
IU906576,1979-10-11,2000-10-30T00:00:00Z,Sophisticated Analytical Instrument Facility (SAIF)
IU906576,1979-10-11,2000-10-30T00:00:00Z,Technology and Design (TCTD)
IU906576,1979-10-11,2000-10-30T00:00:00Z,Centre for Bioengineering (WRCB)
IU906576,1979-10-11,2000-10-30T00:00:00Z,School of Management
IU906576,1979-10-11,2000-10-30T00:00:00Z,Climate Studies
IU906576,1979-10-11,2000-10-30T00:00:00Z,Educational Technology
